Date,Mean Temperature(°C),Minimum Temperature(°C),Maximum Temperature(°C),Precipitation(mm),Mean Wind Speed (m/s),Mean Relative Humidity(%),Mosquito Value
2019-07-01,23.9,20.6,28.9,0,2.3,64.4,71.4
2019-06-30,23.9,20.9,28.5,0,2.3,73.5,100
2019-06-29,23.1,19.6,27.7,1.5,1.2,72,100
2019-06-28,24.7,22.3,29,0,1.7,67.3,99.4
2019-06-27,25.5,21.9,31.2,1.4,1.4,70.5,85
2019-06-19,21.4,18.9,25.4,0.2,1.9,77.8,45.7
2019-06-18,20.8,17,24.8,13.8,1.5,78.6,41.9
2019-06-17,21.7,18.1,26.2,0,2.3,59.1,59.6
2019-06-16,22,16.1,27.2,0,1.6,55.4,37.3
2019-06-15,21.9,17.9,27.4,2.1,2.4,61.5,40.2
2019-06-14,23,19.1,28.4,0,1.8,54.8,44.9
2019-06-13,23,16.6,28.8,0,1.7,51.9,46.4
2019-06-12,21.5,16.1,26.4,0,1.8,57.1,34.1
2019-06-11,20.5,15.5,26.1,0,1.4,51.1,40.7
2019-06-10,18.4,15.7,21.9,9.5,1.6,70.3,47.3
2019-06-09,21.6,17.1,26.5,2.5,1.8,66.1,43.9
2019-06-08,21.9,16,27.6,0,1.4,57.5,36.7
2019-06-07,20,17,24.7,35.3,1.9,77.3,40
2019-06-06,21.2,18.6,25.1,7.5,1.2,75.9,43.6
2019-06-05,23,17.8,29.6,0,1.8,63.8,51.4
2019-06-04,22.6,17.6,29,0,2.2,56.4,58.5
2019-06-03,23.1,16,29.5,0,1.8,42.9,63.8
2019-06-02,21.1,14.1,27.8,0,1.7,42.1,59.5
2019-06-01,18.9,14.8,23.7,0,1.9,60.5,57.2
2019-05-31,19.1,16.1,23.3,0,2.8,49.6,67.2
2019-05-30,19.6,14.6,24.5,0,2.4,48,36.5
2019-05-29,20.3,13.3,26.5,0,2,48.4,22.1
2019-05-28,18.1,11.9,24.6,0,2.6,45.9,21.7
2019-05-27,17.8,14.3,22.3,7.1,2.4,80.9,21
2019-05-26,24.5,18.6,31.1,0,1.8,39,27.9
2019-05-25,23.4,18.4,28.6,0,1.6,45.6,52.8
2019-05-24,24.2,16.2,33.4,0,1.7,46.4,64.7
2019-05-23,22.1,15,29.2,0,1.7,45,64.4
2019-05-22,19.5,12.3,26.5,0,2.4,46,22.8
2019-05-21,17.2,11.7,23.8,0,2.9,52,29.4
2019-05-20,16.4,13,20.2,8.7,3.4,63.6,25.6
2019-05-19,19.4,17.9,21.6,22,1.2,93,26.6
2019-05-18,22.8,19.1,25.9,0,2.1,46.8,48.8
2019-05-17,23.6,17.6,28.3,0,1.2,44.9,35
2019-05-16,23.5,16.7,30,0,1.5,43.8,40
2019-05-15,20.7,14.8,28,0,1.7,48.1,19.3
2019-05-14,19.6,12.9,26.9,0,1.6,44.5,12.9
2019-05-13,18.7,15.5,22.8,0,1.6,43.4,11.9
2019-05-12,21.6,14.7,28.9,0,1.5,36,12.4
2019-05-11,20.3,13.2,28.3,0,1.8,39,12.7
2019-05-10,17.8,10.3,26.8,0,1.9,48,14.2
2019-05-09,16.6,11.7,22.9,0,2.2,43.3,15.8
2019-05-08,15.6,10.1,21.3,0,2.3,48.3,10.7
2019-05-07,15,8.4,21.9,0,2.3,33.4,11.6
2019-05-06,14.5,9.8,19.8,0,3.1,27.1,10.8
2019-05-05,19.2,13.6,26.5,0,2.2,35.8,7.2
2019-05-04,19.5,12,27.4,0,1.7,40.4,0.7
2019-05-03,17.9,10.1,26.1,0,1.6,37.5,0.2
2019-05-02,17.1,10.6,25.3,0,2.3,28.5,0.1
2019-05-01,16.4,11.2,22.2,0,2.3,48.9,0.2
2018-10-29,7.2,3.4,11.7,0,2,57.3,3.5
2018-10-26,12.2,9.9,14.7,11,1.6,74.1,6.3
2018-10-22,14,8.8,20.6,0,1,50,6.4
2018-10-21,13.4,7.2,21.1,0,1.1,49.5,6.1
2018-10-19,13.1,7.2,20.4,0,1.4,54.3,3.9
2018-10-16,14.5,9.9,20.3,0,1.3,55.9,3.8
2018-10-15,15.2,10.9,21,0,1.4,69.9,3.8
2018-10-08,14.8,9.2,20.9,0,1.1,47,15.5
2018-10-07,16.4,12.3,21.1,0,1.7,53.5,15.8
2018-10-06,18,16.3,21.7,55.5,2.2,84,16.3
2018-10-05,16.9,15.7,19,36.5,1.7,84.1,16.7
2018-10-04,19.3,13,25.6,0,1.3,56.5,16.8
2018-10-03,17.3,11.2,24.2,0,1.3,58,17.2
2018-10-02,15.9,10.3,22,0,1.6,61.4,19.1
2018-10-01,15.4,13,19.7,0,2.9,55.1,19.7
2018-09-30,17.6,14,21.6,0,2.3,52.5,52.6
2018-09-29,20.2,14.6,27,0,1,55.5,53.9
2018-09-28,17.5,14.3,22.2,0,1.2,58.1,51.9
2018-09-27,18.9,13.2,25,0,1.3,47.6,51.9
2018-09-26,19.4,16.2,24.8,0,1.7,47.9,56.9
2018-09-25,17.8,10.8,24.3,0,1.1,48,42.2
2018-09-24,17.6,14.2,22.1,0,2.1,48.3,39.2
2018-09-23,19.4,15.6,25.3,0,1.6,52.9,36.3
2018-09-22,20.8,17.2,25.5,6.5,1.8,62.3,40.5
2018-09-21,19.4,17.6,21.9,18,1.3,85.8,44.7
2018-09-20,19,17.8,20.1,5,1.8,82.4,51.6
2018-09-19,22.1,18.9,26.6,0.2,1,59.1,52
2018-09-18,22,17.7,26.5,0,1.2,59.8,50.9
2018-09-17,22.3,18.5,27.7,0.1,1.9,64.3,51.8
2018-09-16,22.2,21,23.9,2,1.7,83.6,54.3
2018-09-15,23.3,21,26,0.2,1,76,52.2
2018-09-14,23.5,20.3,26.8,0.5,1.3,66.9,48.9
2018-09-13,23.5,20.3,28.3,0,1.2,63.5,51.5
2018-09-12,22.8,16.8,28.2,0,1.4,52,51.7
2018-09-11,21.6,16.8,26.1,0,1.5,48.1,53
2018-09-10,22.9,18.6,28.4,0,1.6,49.5,54.4
2018-09-09,22.2,15.6,28.9,0,1.2,49,54.6
2018-09-08,21.7,15.9,27.7,0,1.7,48.8,58.1
2018-09-07,22,19.1,25.5,0.5,2.5,54.6,63.2
2018-09-06,24.1,20.9,28.2,1,2,69.9,61.7
2018-09-05,24,19.6,28.5,0,2.5,63.5,66.4
2018-09-04,23.2,20,27.8,0,2.2,69.4,64.6
2018-09-03,23.3,21.4,25.8,34.5,1,85.3,59.9
2018-09-02,25.1,20.1,29.6,0,1.5,55.8,52.7
2018-09-01,25.5,20.8,30.9,0,1.3,59.4,50.9
2018-08-31,25.6,22.8,30.3,0.1,1.6,67.4,51.4
2018-08-30,25.3,23.9,28.2,9.5,1.8,80.9,47.9
2018-08-29,25.2,22.7,27.4,42,2.4,86,39.7
2018-08-28,23.7,22.5,26.1,96.5,0.9,92.4,35.1
2018-08-27,22.7,20.2,24.9,19.5,0.8,91,23.7
2018-08-26,23.2,20.3,29,2,1.2,70,35
2018-08-25,25.2,22.7,29.3,0,2.6,68,25.7
2018-08-24,24.4,23.2,26.3,7.5,2.5,86.3,19.7
2018-08-23,29.4,25.7,32.2,3,1.7,59.1,19.6
2018-08-22,30.7,23.4,37.6,0,1.1,54.1,16.2
2018-08-21,26.6,23.4,31,5,2.5,71.4,11.6
2018-08-20,29.1,25.1,33.3,0,2,55.6,10.6
2018-08-19,28.2,23,34.4,0,1.2,50.6,9.8
2018-08-18,26.7,21.5,32.1,0,1.4,44.6,9
2018-08-17,27.2,21.7,33.8,0,1.8,39.8,8.2
2018-08-16,29.9,24.1,35.6,0,1.7,51,9.2
2018-08-15,31.7,28.3,38,1,1.2,59.5,9.7
2018-08-14,31.7,27.7,37.2,0,1.3,58.3,10.3
2018-08-13,30.5,26.7,34.4,1,1.4,68.6,9.7
2018-08-12,30.6,27.2,35.3,5,1.5,61.3,10.2
2018-08-11,31,26.4,36,0,1.5,55.8,11.2
2018-08-10,30.7,25.7,36.8,0,1.4,60.9,8.8
2018-08-09,28.8,27.1,32.5,2,1.5,76.3,6.9
2018-08-08,31,27.6,35.3,0,2.1,64.8,5.3
2018-08-07,30.5,26.8,35.9,0,1.5,63.4,4.5
2018-08-06,30.5,28.3,35.3,6.5,1.6,71.6,5.3
2018-08-05,30,27.2,33.9,2,2.6,71.8,5
2018-08-04,31.1,28,34.9,0,2.4,60.6,4.9
2018-08-03,33.1,30,37.9,0,1.9,55.3,5.1
2018-08-02,33.7,30.3,37.9,0,1.6,54.4,6.4
2018-08-01,33.6,27.8,39.6,0,1.7,55.5,8.1
2018-07-31,32.6,27.8,38.3,0,1.5,50.5,100
2018-07-30,31.7,26.2,36.9,0,1.2,50.9,100
2018-07-29,31.3,26.4,36.7,0,1.2,52.4,100
2018-07-27,30.9,27.2,35.4,0,1.9,69.3,100
2018-07-26,30.1,27.3,33.7,0,1.5,68.8,100
2018-07-25,30.1,27.7,34.1,0,2.4,66.3,100
2018-07-24,31.4,27.2,36.8,0,1.6,59.5,100
2018-07-23,31.7,29.2,35.7,0,1.8,53.8,100
2018-07-22,31.8,25.3,38,0,1.4,49.6,100
2018-07-21,30.6,24.9,36.9,0,1.5,53.6,100
2018-07-20,29.5,24.6,34.7,0,1.5,62.6,100
2018-07-19,28.7,23.2,34.1,0,1.6,64.1,100
2018-07-18,28.2,23.7,33.2,0,1.6,64.8,100
2018-07-17,28.1,23.9,32.1,0,1.7,66.5,73.9
2018-07-16,28.7,24,34,0,1.7,64.3,66.9
2018-07-15,28.3,24.5,33.2,0,1.6,69.6,53.6
2018-07-14,27.9,24.6,31.9,0,1.9,69.6,53.9
2018-07-13,27.3,24.7,30.9,0,1.8,74.8,54
2018-07-12,26.6,25.1,28.2,1,1.5,82.4,53.9
2018-07-11,26.8,24.4,29.5,3,1.3,82.9,53.3
2018-07-10,23.7,20.4,26.5,16.5,0.7,87.8,52.4
2018-07-09,20.8,20.1,24.2,14,1.1,82.3,52.4
2018-07-08,23.3,17.7,28.1,0,1.5,51.5,72
2018-07-06,23.9,21.5,27.1,0,1.8,57.8,74.1
2018-07-05,25.3,23.4,29,0.5,1.2,72.8,60.2
2018-07-04,27.3,24,31.8,0,1.7,69.6,61.4
2018-07-03,27.4,22.5,32.6,0.1,0.8,74.4,63.8
2018-07-02,22.6,20.6,25.3,59.5,0.7,95.4,61.5
2018-07-01,21.9,21,22.8,83.5,0.8,94.6,60.2
2018-06-30,24.4,21.6,27.9,14.5,0.9,83.8,87
2018-06-29,24.7,21.9,29.1,6.5,1.5,78.5,81.7
2018-06-28,23.3,20.6,27.3,26.5,1.1,85.1,76.6
2018-06-27,22.3,19.1,25.5,1,2,81.9,97.5
2018-06-26,22.3,20.2,26.9,71.5,2.4,88.3,100
2018-06-25,27.1,21.3,32.9,0,1.2,57.1,96.9
2018-06-24,25.2,20.1,32.1,0,1.9,62.8,79.4
2018-06-23,24.5,20.9,28.9,0,2,50.6,65.4
2018-06-22,25,18.2,32,0,1.8,45.1,0
2018-06-21,23.7,19.4,28.7,0,2.2,60.1,46.1
2018-06-20,22.7,19.1,28.4,0,2.3,68.1,47.1
2018-06-19,22.4,19.1,27.2,0,1.8,61.3,0
2018-06-18,24.8,19.9,30.8,0,1.5,54.9,39.5
2018-06-17,22.8,18.9,27.5,0,1.3,66.9,34.6
2018-06-16,22.5,16.3,28.7,0,1.4,56.4,0
2018-06-15,21.7,17.2,27,16.5,1.4,60.8,0
2018-06-14,21.6,18.8,25.1,29,1.1,74.9,49.3
2018-06-13,22,18.3,27,0,1.5,64,46.6
2018-06-12,21.3,16.6,27.1,0,1.7,65.5,44.6
2018-06-11,20.2,18,23.9,5,1.4,67.3,56.4
2018-06-10,21.3,18.3,24.9,0.5,1.4,59.9,56.7
2018-06-09,23.7,18.9,30.1,0.5,1.4,60.6,57.7
2018-06-08,21.9,18.5,27,0,2.1,68,61.3
2018-06-07,22.2,17.8,29.4,0,2,69.3,64.5
2018-06-06,23,18.4,27.9,0,2,62.9,56.5
2018-06-05,23.7,17.7,29.2,0,1.7,52.5,50.9
2018-06-04,22.6,18.9,27.5,0,1.9,50.1,46.4
2018-06-03,24,16.9,30.8,0,1.6,39.4,52.5
2018-06-02,23.4,17.6,30.1,0,2,44.5,45.9
2018-06-01,23.8,17.5,30.2,0,1.9,50.4,41.4
2018-05-31,20.9,14.2,27.6,0,1.9,58.9,27.4
2018-05-30,20.2,15.8,24.7,0,1.9,69.8,45.6
2018-05-29,21.4,19.1,25.9,1,1.8,69.3,29.8
2018-05-28,22.3,16.2,29.1,0,1.6,49.8,43
2018-05-27,20.3,17.3,24.7,0,1.7,47.4,50.3
2018-05-26,21.8,14,29.6,0,1.4,50.1,16.1
2018-05-25,19.7,13.8,26.2,0,1.8,47.4,10.2
2018-05-24,18.3,11.2,23.7,0,2.2,47.4,16.7
2018-05-23,17.3,13.6,23.3,6.5,2.5,57.1,23
2018-05-22,18.1,15.4,23.2,12.5,1.1,75.5,22.1
2018-05-21,17.8,11.3,23.7,0,1.4,43.9,18.3
2018-05-20,17,11.5,22.6,0,1.4,32.1,9.8
2018-05-19,17.6,10.3,24.7,0,1.5,47.5,13.1
2018-05-18,16.3,12.2,19.3,6.5,1.3,86.8,12.5
2018-05-17,20.9,18.8,23.5,83,1.4,97,16.4
2018-05-16,22.3,21.8,24.4,45,1.9,93.8,8.2
2018-05-15,23.2,15.4,29.3,0,1.1,56.4,7.2
2018-05-14,18.2,11.9,24.5,0,1.4,71.4,8.5
2018-05-13,15.8,12.7,20,0.5,1.9,82.5,9.3
2018-05-12,14.2,11.8,16.1,32,0.9,89.3,13.6
2018-05-11,16.1,11.9,21.3,0,1.8,59.8,7.7
2018-05-10,15.4,11.3,21.4,0,2.3,67.4,1.5
2018-05-09,15.7,9.2,21.8,0,1.7,50.4,1.7
2018-05-08,17.5,11.6,22.9,0,1.7,50.9,2.4
2018-05-07,19.2,14,25.5,0,1.2,60.3,3.1
2018-05-06,16.6,15,20.7,22,1.1,86.4,3.2
2018-05-05,18.3,11.6,24.6,0,2.6,46.8,2
2018-05-04,14.1,8.8,20,0,2.7,45.5,1.3
2018-05-03,11.2,6.9,14.7,1,2.7,62.4,7.4
2018-05-02,15.1,8.7,19.7,12,1.9,90.4,5
2018-05-01,20.4,17.8,23.3,0,1.5,72.8,2.4
2017-10-31,10.4,3.6,16,0,1.8,54.3,2.3
2017-10-30,7.7,2.5,13.2,0,2.4,27.4,5.4
2017-10-29,11.5,6.3,17.2,0,3.3,45.6,9.2
2017-10-28,17.2,10.6,24.8,0,2,51.9,9.3
2017-10-27,16.9,11.9,24.2,0,1.2,54.4,9.3
2017-10-26,14.5,10.7,18.1,0,1.2,56.5,9.6
2017-10-25,14.4,9.5,20.6,0,1.5,59,9.7
2017-10-24,14.4,9.9,20.9,0,1.9,54.3,9.7
2017-10-23,13.7,8.6,20.6,0,1.4,47,12.4
2017-10-22,16.3,11,23.5,0,3.1,50.4,11.5
2017-10-21,17.6,11,25.2,0,1.3,52.8,7.5
2017-10-20,17,11.1,24.2,0,1.5,58.6,7
2017-10-19,17,11.9,23.2,0,1.8,58.3,6.7
2017-10-18,16.5,14.2,19.1,0.1,2.4,58.8,6.7
2017-10-17,16.2,9.2,23.9,0,1.3,47.1,7
2017-10-16,16.6,13.6,22,0,1.7,47.6,7.4
2017-10-15,15.8,9,23,0,1.7,42.5,8.2
2017-10-13,12.8,6.1,18.9,0,3.2,51,17.8
2017-10-11,15.5,12.2,21.7,20,2.9,77.1,22.6
2017-10-10,21.4,18.6,24.8,0.4,1.3,76.9,20.8
2017-10-09,22.5,19.8,27.6,0,1.5,66,19.9
2017-10-08,23,19.3,28.7,0,1.4,66.9,18.5
2017-10-07,21.9,16.9,28.8,0,1.2,67.6,18.6
2017-10-06,18.9,16.2,23.3,0.5,2.3,66.4,17.7
2017-10-05,18.7,13.9,23.4,0,2.1,56.4,18.2
2017-10-04,16.7,10.7,24.3,0,1.8,48.5,22.2
2017-10-03,17.6,13.4,23.6,0,2.3,49.8,24.7
2017-10-02,22,15.6,29.4,1.5,2.3,62.3,27.7
2017-10-01,18.2,15.5,21.2,4,2.3,74.8,33
2017-09-30,20,14.7,25.9,0,1.5,64.9,65.6
2017-09-29,17.4,11.2,23.5,0,2.2,39.3,52
2017-09-27,22.7,19.9,27.3,0.5,1.7,66.4,49.1
2017-09-26,25.1,19.4,31.4,0,1.9,57,45.9
2017-09-25,23.4,17.4,30.1,0,1.4,58,41.5
2017-09-24,22.4,18.8,27.9,0,2,71.5,41.4
2017-09-23,21.8,17.6,27.3,0,1.6,69.8,38.3
2017-09-22,20.6,15.4,26.8,0,2.1,60.8,49.8
2017-09-21,20.3,14.2,27,0,1.6,57.3,50.1
2017-09-20,19.5,14.1,24.9,0,2.4,48.9,50.3
2017-09-19,22.6,20.1,25.8,8,3,79.1,47.8
2017-09-18,21.9,16.4,27.6,0,2.1,62.8,47.1
2017-09-17,23.1,19,29.2,0,2.7,51.3,45.1
2017-09-16,22,16.7,27.6,0,3.6,50.9,45.9
2017-09-15,22.6,17.8,27.9,0,3.6,48.4,51
2017-09-14,22.4,14.8,29.5,0,1.7,48.8,49.4
2017-09-13,21.4,15.9,27.5,0,1.9,49.3,47.6
2017-09-12,22.1,17.7,27.9,0,1.9,58.6,44.4
2017-09-11,21.2,18.6,24.6,24,1.7,79.8,48.9
2017-09-10,23,19.9,26.1,0.5,1.4,74.3,51.6
2017-09-09,23.8,19.2,28.2,0,1.4,70.1,50.8
2017-09-08,24.3,20.4,29.9,0,1.7,67.5,49.9
2017-09-07,22.4,17.8,27.5,0,1.4,73.3,51
2017-09-06,20.6,18.5,24,2,1.2,75.5,50.7
2017-09-05,21.9,20.4,23.7,0,1.7,62.4,49.8
2017-09-04,24.6,19.7,30.1,0,1.6,53.8,46.1
2017-09-03,23.7,19,29.2,0,1.6,64,45.6
2017-09-02,23.8,18.6,29.6,0,1.8,59,38.2
2017-09-01,23.3,17.1,29.7,0,2.2,56,46.1
2017-08-31,22.2,16.6,27.6,0,1.6,62.4,20.4
2017-08-30,19.8,16.1,23.9,0,1.5,55.8,25.4
2017-08-29,19.5,17,24,0,3.2,51.4,22.8
2017-08-28,21.5,18.3,26.5,9,1.5,73.1,28.6
2017-08-27,22.7,19,26.7,0,1.4,62,54.1
2017-08-24,26.5,23.9,28.1,14,4,85.3,42.4
2017-08-23,27.2,24.6,30.2,31.5,2.6,84.1,44.4
2017-08-22,27.3,23.4,31.5,0,1.9,70.6,50.6
2017-08-21,25.8,23.7,29.2,5,2.4,81.5,51.4
2017-08-20,23.2,22,25.8,124.5,2.9,95.6,48.3
2017-08-19,26.1,23.1,28.7,0,2,75.8,45.6
2017-08-18,26.3,23.9,30.6,0,1.3,75.6,45.4
2017-08-17,24.8,21.2,27.7,0.5,2.1,77.1,47.3
2017-08-16,23.3,20.5,26.8,2,3.7,80.5,43.4
2017-08-15,21.9,20.8,24,93.5,3.6,93.8,55.5
2017-08-14,24.6,23.1,27.1,1.5,3.6,67.5,44.9
2017-08-13,26.3,24.2,28.4,0,2.8,62.1,31.8
2017-08-12,27.8,23.2,32.6,0,2.1,60.3,25.2
2017-08-11,27,23.9,32.4,0.5,2.3,72.5,23.1
2017-08-10,24.8,23.9,26.3,5.5,2,89.9,21.2
2017-08-09,27.6,24.6,32,2.5,2.3,66.4,20.9
2017-08-08,28.2,25.5,31,0,1.9,67.1,18.2
2017-08-07,29.2,26.4,34.4,0,2.4,68.1,21
2017-08-06,29.8,28.2,34,5,1.9,71.9,22.8
2017-08-05,31.4,27.6,34.8,0,1.9,63,38
2017-08-04,30.3,25.9,35.3,0,2.1,60.1,42.4
2017-08-03,30.2,27.2,33.9,0,2.2,60.6,42.9
2017-08-02,30,26.6,33,0,1.3,71.9,51.9
2017-08-01,28.6,24.1,33,2,1.7,73,52.9
2017-07-31,25.7,24.8,27.1,3.5,1.4,82.3,99.5
2017-07-30,27.9,24.7,32.6,0,1.9,64.4,96.9
2017-07-29,27.2,25,30.1,0,2.3,72.3,100
2017-07-28,25.5,24.8,26.9,8.5,1.5,92.1,100
2017-07-27,27.1,24.9,29.7,3.5,1.9,62.5,100
2017-07-26,28.7,24.2,32.8,0,2.7,55.6,100
2017-07-25,29.4,24.6,35.4,0,1.9,64.1,100
2017-07-24,26.2,25.6,27.3,3,1.2,82.3,100
2017-07-23,27,26.1,28.1,133.5,2.1,89.5,100
2017-07-22,29.3,27.5,32.5,0.5,2.3,75.8,100
2017-07-21,29.8,27.3,32.4,0,2.5,73.1,100
2017-07-20,29.9,26,34.9,0,2.2,66.1,100
2017-07-19,28.3,24.5,34.1,0,1.8,71.4,97.7
2017-07-18,26.5,23.9,30.7,2.5,1.6,80.6,95.3
2017-07-17,26.8,24,29,7.5,2,77.3,92
2017-07-16,26.2,23.4,28.8,22.5,1.4,83.4,92.2
2017-07-15,25,23.4,27.3,42.5,2.2,89,93.5
2017-07-14,28.7,26.1,33,0,2.1,68.4,90.1
2017-07-13,27.6,23.1,32.1,0,1.5,71,91
2017-07-12,27.1,24.9,31.1,0,2.3,75.9,91.2
2017-07-11,26,22.2,30.9,1,2.1,81.4,92.2
2017-07-10,24,22.6,25.4,144.5,2.3,96.5,92.8
2017-07-09,26.3,23.8,30.3,32.5,1,88,88.4
2017-07-08,26,24.6,27.6,4.5,2.6,83.3,88.2
2017-07-07,26.4,24.4,28.4,16.5,2,80.8,87.8
2017-07-06,27.6,23.9,34.6,34,1.7,72.3,85.6
2017-07-05,27.4,23.3,32.6,0,1.5,66.9,84.8
2017-07-04,26.7,23.8,31.6,0.5,2,74.5,79.5
2017-07-03,24.7,21.9,27.4,67.5,3.5,87.6,75.5
2017-07-02,24.3,21.9,26.8,92,2.5,90.5,75.6
2017-07-01,25.3,22.4,30.7,0.5,2,73.6,75.4
2017-06-30,25.9,22.2,30.9,0,2.2,65.9,100
2017-06-29,26.2,21.9,31.5,0,2.2,64.8,100
2017-06-28,26,22.5,30.5,0,2.1,63.5,100
2017-06-27,25.2,20.8,30.5,0,2.2,67.5,100
2017-06-26,23.1,20.1,29.9,29,2.2,76.9,100
2017-06-25,23.8,21,28.4,1.5,1.5,75.4,100
2017-06-24,24.5,21.5,27.8,3.5,1.2,60.4,100
2017-06-23,26.7,21.3,34.1,0,2,53,100
2017-06-22,25.3,21.2,30.4,0,2.5,57.3,96.2
2017-06-21,25.4,21.7,31.6,0,2.9,52.6,79.7
2017-06-20,26,20,32.7,0,2.1,43.4,67.9
2017-06-19,24.8,19.5,30.2,0,1.8,50.9,55.6
2017-06-18,24.3,18.6,31.8,0,2.3,52,56.7
2017-06-17,24.2,20.6,29.9,0,2.4,52.3,55.1
2017-06-16,25.5,20,32.7,0,2.2,55.8,48.9
2017-06-15,23.1,18,29.6,0,2.5,62.4,50.1
2017-06-14,21.8,17.8,26.8,0,2.8,63,46.4
2017-06-13,21.5,18.3,25.9,0,2.4,63,44.1
2017-06-12,22.1,17,28,0,2.8,45.5,38.2
2017-06-11,22.8,14.8,29.6,0,2.2,33.8,42.2
2017-06-10,21.5,16.7,27.5,4.5,2.3,46.8,50.2
2017-06-09,21.2,17.9,25.7,0.1,3.3,69.8,48.8
2017-06-08,20.1,15.1,25.9,0,2.8,67.3,45.6
2017-06-07,17.6,15.1,19.2,12.5,2.4,91.4,53.1
2017-06-06,19.4,14.5,23.9,15.5,2.5,60,61.3
2017-06-05,24.2,16.4,30.3,0,1.9,33.3,62.8
2017-06-04,21.7,15.1,28.1,0,2.6,36.9,47.6
2017-06-03,20.5,16.1,26.5,0,3,44,51.7
2017-06-02,20.5,15.5,25.6,0,2.8,37.4,46.4
2017-06-01,23.3,20,27,0,3.1,51.8,40.7
2017-05-31,23.3,17.7,29.6,0,1.9,49.1,45.1
2017-05-30,23.6,18.6,30.3,0,2.4,43.5,57.9
2017-05-29,22.9,18.1,29.3,0,2.3,61.8,82.9
2017-05-28,21.2,14.4,27.9,0,2.7,50.6,56.4
2017-05-27,19.5,13.7,26.4,0,2.2,46.1,24.8
2017-05-26,17.7,12.4,23.2,0,2.9,41.5,56.1
2017-05-25,19.2,14.4,24.4,0,3.4,45.6,46.7
2017-05-24,21.8,16.9,27.8,0.1,2,60.4,45.6
2017-05-23,20,17.2,24.4,5,1.9,68,40.7
2017-05-22,21.8,15.9,28,0,2,53.6,24.6
2017-05-21,21.5,16,27.6,0,2.3,48.1,20.6
2017-05-20,20.9,15.4,27.3,0,2.4,44,18.8
2017-05-19,21.1,15.1,27.9,0,2.6,42.6,17
2017-05-18,20.4,13.9,26.9,0,2.3,41.9,17.9
2017-05-17,18.6,12.3,25.9,0,2.1,51.5,15.8
2017-05-16,17.1,13.3,22.3,0,2,60.5,12.7
2017-05-15,16,12.3,20.1,0,2.8,61.4,11
2017-05-14,15.7,11,20.7,0,3.7,58.3,12.9
2017-05-13,16.4,12.4,22.6,6,3.1,77.8,12.5
2017-05-12,19.1,16.8,21.1,0,2.1,71.6,17.4
2017-05-11,19.3,13.1,24.8,0,1.8,65.3,21.7
2017-05-10,16.4,14.2,20.8,2.5,2.5,73,56
2017-05-09,17.1,15.3,22.6,2.5,1.6,62.6,70.2
2017-05-08,17.9,11.1,23.5,0,2.1,43.6,20.8
2017-05-07,16.6,10.9,22.8,0,3.2,42.6,51.7
2017-05-06,14.9,10,19.3,0,3.8,32,44.9
2017-05-05,20.9,15.5,27,0,3.2,53.4,20.5
2017-05-04,21,14.8,27.5,0,2,43.6,14.8
2017-05-03,21.5,14.5,30.2,0,2,34.1,10.7
2017-05-02,20.7,15.2,28,0,2.1,42,11.7
2017-05-01,20.1,12.8,28.3,0,1.9,50.8,0
2016-10-31,5.7,0.7,8.2,0.5,2,59.9,11.8
2016-10-30,7.9,1.6,15.1,0,1.5,31.9,13.7
2016-10-29,7.8,3.5,11.2,0,3,40.3,17.2
2016-10-28,14.6,10.2,18.4,0.3,2.5,61.8,18.5
2016-10-27,14.6,8.6,20.9,0,1.9,65.4,20.7
2016-10-26,13.3,10.5,16.3,0,1.4,81,23.4
2016-10-25,14.1,12.5,17.5,37,2.2,84,24.8
2016-10-24,15.1,9,20.6,0,2.4,54.8,26.9
2016-10-23,13.3,10.6,17.8,2.5,4,66.3,28.9
2016-10-22,18.3,14.5,22.8,0,1.8,59,29.4
2016-10-21,17.9,15.7,22,0,3,58.6,28.3
2016-10-20,18.6,12.9,25.8,0,1.8,61.3,26
2016-10-19,18,14,24.3,0,1.5,67.6,24.1
2016-10-18,17,11.2,24,0,1.4,70.9,23.3
2016-10-17,17.5,14.5,21.7,0,1.4,76.1,21.3
2016-10-16,17.2,15.4,19.5,1.5,1.5,74.1,18.5
2016-10-15,19.1,12.4,27.1,0,1.3,60.6,17.3
2016-10-14,16.7,10.5,23.5,0,1.3,61.8,18.6
2016-10-13,15.2,9.3,21.9,0,1.4,44.1,19.8
2016-10-12,15.5,11.4,20.7,0,2,57,23
2016-10-11,15.4,10,21.1,0,1.8,62.4,26.5
2016-10-10,14,7.4,21.4,0,1.6,43.3,32.8
2016-10-09,11.3,6.5,16.6,0,2.9,46.3,39.2
2016-10-08,16.8,10.3,21.8,6,2.9,66.4,44
2016-10-07,19.7,16.5,24.8,2,2.6,67.8,45.3
2016-10-06,18,13.6,23.5,0,2.6,59.3,48.8
2016-10-05,21.1,17.5,27.2,0,3,61.9,46.2
2016-10-04,22,15.6,29,0,2.4,58.9,44.7
2016-10-03,22.7,19.6,27.9,6.5,2.7,73.3,45.3
2016-10-02,19,16.7,22.4,18.5,2.7,84.1,50.1
2016-10-01,21.1,17.5,25.6,0,1.2,69,51.3
2016-09-30,20.5,17.7,23.5,0,1.6,66.9,51
2016-09-29,20.4,18.2,24.8,0,3,64.4,51.3
2016-09-28,19.9,18.7,21.8,0.5,1.3,84.6,50.4
